37.5184,107.22,-23.6795,0.585805,-0.54254,-0.393443
111.069,-0.87458,168.557,-0.579859,-0.0290628,-0.456667
114.006,69.1326,130.482,-0.423002,-0.247179,0.0670066
111.063,-0.876993,168.556,-0.580003,-0.0294319,-0.456635
118.978,-88.4197,-163.93,0.767787,0.334666,0.14025
111.063,-0.876381,168.556,-0.579992,-0.0294193,-0.456636
44.2291,-23.4854,86.1077,-0.0480894,0.696201,0.161566
111.063,-0.876474,168.556,-0.579993,-0.0294245,-0.456636
86.1241,26.0861,22.3264,0.605794,0.507653,-0.362038
111.062,-0.876871,168.555,-0.580016,-0.0294793,-0.456632
35.4491,-11.827,1.25816,-0.352367,1.01407,0.00667056
111.061,-0.87691,168.555,-0.580023,-0.029499,-0.456631
143.681,22.9438,176.178,-0.426509,-0.812972,-0.21874
111.063,-0.876554,168.556,-0.579998,-0.0294268,-0.456635
172.025,-166.914,113.919,0.822426,0.944027,-0.388821
111.061,-0.876922,168.555,-0.580024,-0.029499,-0.456631
1.95292,38.8261,5.10108,-0.547112,0.789745,-0.671715
111.062,-0.876781,168.555,-0.580015,-0.0294782,-0.456632
118.71,96.2242,-40.7429,0.273639,-0.431304,-0.319736
111.064,-0.876161,168.556,-0.579979,-0.0293776,-0.456639
