118.255,-101.893,19.0724,-0.581421,0.543771,0.319815
121.582,-5.45635,91.7531,-0.062897,-0.226373,-0.29083
18.2141,141.887,57.3937,-0.0669617,-0.38794,0.463924
121.573,-5.45206,91.75,-0.0628952,-0.226686,-0.290845
29.7489,57.0091,118.484,0.00872817,-0.471888,-0.928513
121.584,-5.44692,91.7508,-0.0628198,-0.226317,-0.290835
137.675,-174.711,-87.7242,0.564802,0.000691109,0.121867
130.529,136.16,-115.758,0.0503832,-0.373094,3.73077
139.908,104.807,147.876,0.810811,0.308095,0.522965
130.543,136.168,-115.767,0.0500162,-0.373339,3.73079
72.3323,9.64551,68.9403,0.41402,0.043838,-0.130052
121.582,-5.45692,91.7534,-0.0628984,-0.226379,-0.29083
114.955,-128.724,-75.5753,-0.14319,-0.353989,0.117925
130.529,136.174,-115.754,0.0501309,-0.37312,3.73078
11.4059,3.1999,-45.1997,0.0365196,0.0801716,0.479897
130.505,135.995,-115.783,0.0537806,-0.372342,3.73057
92.8312,-132.289,75.7815,-0.351591,0.348376,-0.0213013
121.583,-5.4564,91.7533,-0.0628944,-0.226354,-0.29083
43.4618,-43.0355,65.9159,0.314063,-0.0648432,0.0587323
121.586,-5.45651,91.7541,-0.0628741,-0.226249,-0.290832
